branch,service_type,category,section,product_desc,qty,revenue,total_cost,total_profit,cost_pct,profit_pct
Stories Bir Hasan,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,LEMON JUICE,143.0,24129.28,10605.69,13523.59,43.95,56.05
Stories Bir Hasan,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,MAWARDI JUICE,68.0,11481.08,4451.64,7029.44,38.77,61.23
Stories Bir Hasan,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,ORANGE JUICE,364.0,61346.7,23829.38,37517.32,38.84,61.16
Stories Bir Hasan,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,POMEGRANATE JUICE,87.0,14606.75,8360.35,6246.4,57.24,42.76
Stories Bir Hasan,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,RIM SPARKLING WATER-250 ML,558.0,36434.92,11748.2,24686.72,32.24,67.76
Stories Bir Hasan,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,SAN BENEDETTO CLEMENTINE 330ML/24,220.0,36916.07,9467.48,27448.59,25.65,74.35
Stories Bir Hasan,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,SAN BENEDETTO GLASS 250ML/24,1523.0,206777.9,62095.2,144682.7,30.03,69.97
Stories Bir Hasan,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,SAN BENEDETTO LEMON 330ML/24,173.0,29067.72,7444.88,21622.84,25.61,74.39
Stories Bir Hasan,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,WATER,12540.0,467800.89,57476.05,410324.84,12.29,87.71
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ADD BOMBAY CHAI TEA BAG,6.0,200.0,130.18,69.82,65.09,34.91
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ADD EARL GREY LAVENDER BAG,10.0,350.75,176.29,174.46,50.26,49.74
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ADD ENGLISH BREAKFAST TEA BAG,6.0,217.41,105.77,111.64,48.65,51.35
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ADD GOLDEN CHAMOMILE HERBAL TEA BAG,10.0,333.34,176.29,157.05,52.89,47.11
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ADD GREEN TEA BAG,6.0,200.0,105.77,94.23,52.89,47.11
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ADD LEMONGRASS&ORANGE TEA BAG,1.0,42.04,17.63,24.41,41.93,58.07
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ADD MEDITERRANEAN CARAMEL TEA BAG,1.0,33.33,17.63,15.7,52.89,47.11
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ADD SOUTHERN MINT HERBAL TEA BAG,9.0,300.0,162.06,137.94,54.02,45.98
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ADD SWEET GINGER PEACH BLACK TEA BAG,13.0,450.75,229.17,221.58,50.84,49.16
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,AMERICANO LARGE,208.0,55063.92,11685.59,43378.33,21.22,78.78
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,AMERICANO MEDIUM,528.0,122009.6,24283.21,97726.39,19.9,80.1
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,AMERICANO SMALL,714.0,138788.41,24909.93,113878.48,17.95,82.05
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,BLACK COFFEE LARGE,74.0,17136.64,5769.51,11367.13,33.67,66.33
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,BLACK COFFEE MEDIUM,259.0,52600.0,16732.34,35867.66,31.81,68.19
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,BLACK COFFEE SMALL,731.0,119364.41,37841.49,81522.92,31.7,68.3
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,BOMBAY CHAI BLACK TEA MEDIUM,40.0,5833.34,1644.26,4189.08,28.19,71.81
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CAPPUCCINO LARGE,163.0,45623.9,10870.86,34753.04,23.83,76.17
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CAPPUCCINO MEDIUM,599.0,141969.26,26562.8,115406.46,18.71,81.29
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CAPPUCCINO SMALL,611.0,124549.44,19236.85,105312.59,15.45,84.55
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CARAMEL MACCHIATO LARGE,86.0,27059.67,7005.45,20054.22,25.89,74.11
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CARAMEL MACHIATO MEDIUM,734.0,195564.49,46160.41,149404.08,23.6,76.4
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CARAMEL MACHIATO SMALL,718.0,163271.67,31402.72,131868.95,19.23,80.77
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CLASSIC HOT CHOC LARGE,11.0,3453.12,907.18,2545.94,26.27,73.73
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CLASSIC HOT CHOC MEDIUM,80.0,21238.29,5187.91,16050.38,24.43,75.57
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CLASSIC HOT CHOC SMALL,83.0,18233.5,4145.15,14088.35,22.73,77.27
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,DOUBLE ESPRESSO,2723.0,439487.09,57147.21,382339.88,13.0,87.0
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,DOUBLE ESPRESSO MAC,28.0,5231.35,775.58,4455.77,14.83,85.17
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,DOUBLE LONGO,105.0,19233.15,2965.45,16267.7,15.42,84.58
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,EARL GREY LAVENDER TEA MEDIUM,59.0,9078.67,2185.25,6893.42,24.07,75.93
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ENGLISH BREAKFAST TEA MEDIUM,146.0,20491.29,5407.58,15083.71,26.39,73.61
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ESPRESSO,2863.0,431661.22,33771.02,397890.2,7.82,92.18
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,FLAT WHITE,1866.0,247419.06,69020.47,178398.59,27.9,72.1
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,GOLDEN CHAMOMILE HERBAL TEA MEDIUM,56.0,8021.02,2074.14,5946.88,25.86,74.14
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,HOT DOUBLE SHOT LARGE,35.0,12072.37,3295.61,8776.76,27.3,72.7
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,HOT DOUBLE SHOT MEDIUM,154.0,42026.42,11449.34,30577.08,27.24,72.76
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,HOT DOUBLE SHOT SMALL,272.0,56671.14,14678.46,41992.68,25.9,74.1
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,HOT DOUBLE SHOT TOFFEE NUT MEDIUM,3.0,924.33,277.82,646.51,30.06,69.94
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,HOT DOUBLE SHOT TOFFEE NUT SMALL,2.0,528.52,120.05,408.47,22.71,77.29
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,HOUSE BLEND BEANS 250G,44.12,22681.09,10860.27,11820.82,47.88,52.12
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,LATTE LARGE,558.0,154208.89,37214.37,116994.52,24.13,75.87
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,LATTE MEDIUM,2502.0,579585.57,127746.47,451839.1,22.04,77.96
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,LATTE SMALL,1913.0,373040.81,66649.8,306391.01,17.87,82.13
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,LEMONGRASS&ORANGE TEA MEDIUM,11.0,1513.51,407.42,1106.09,26.92,73.08
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,MATCHA LATTE LARGE,79.0,22156.39,7545.4,14610.99,34.06,65.94
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,MATCHA LATTE MEDIUM,375.0,88279.65,29785.97,58493.68,33.74,66.26
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,MATCHA LATTE SMALL,246.0,47618.24,15440.06,32178.18,32.42,67.58
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,MEDITERRANEAN CARAMEL TEA MEDIUM,15.0,2518.01,555.57,1962.44,22.06,77.94
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,MOCHA LARGE,48.0,14574.62,4576.18,9998.44,31.4,68.6
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,MOCHA MEDIUM,254.0,67982.2,18988.13,48994.07,27.93,72.07
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,MOCHA SMALL,248.0,55579.36,13291.08,42288.28,23.91,76.09
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ORGANIC GREEN TEA MEDIUM,78.0,11040.54,2888.98,8151.56,26.17,73.83
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,SALTED CARAMEL LATTE LARGE,18.0,6138.14,1752.75,4385.39,28.56,71.44
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,SALTED CARAMEL LATTE MEDIUM,147.0,41091.05,11011.56,30079.49,26.8,73.2
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,SALTED CARAMEL LATTE SMALL,107.0,25256.61,5549.0,19707.61,21.97,78.03
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,SIGNATURE HOT CHOCOLATE LARGE,84.0,26527.93,8525.48,18002.45,32.14,67.86
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,SIGNATURE HOT CHOCOLATE MEDIUM,380.0,103317.48,32252.35,71065.13,31.22,68.78
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,SIGNATURE HOT CHOCOLATE SMALL,516.0,113458.83,34919.18,78539.65,30.78,69.22
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,SINGLE ESPRESSO MACC,24.0,3835.61,444.2,3391.41,11.58,88.42
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,SINGLE LONGO,43.0,7352.67,804.98,6547.69,10.95,89.05
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,SOUTHERN MINT HERBAL TEA MEDIUM,52.0,7890.69,1945.63,5945.06,24.66,75.34
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,SPANISH LATTE MEDIUM,473.0,143346.87,33853.2,109493.67,23.62,76.38
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,SPANISH LATTE SMALL,627.0,145332.31,31727.11,113605.2,21.83,78.17
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,STEAMED MILK LARGE,1.0,200.0,43.47,156.53,21.73,78.27
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,STEAMED MILK MEDIUM,11.0,1872.52,403.62,1468.9,21.56,78.44
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,STEAMED MILK SMALL,33.0,3514.47,968.09,2546.38,27.55,72.45
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,SWEET GINGER PEACH BLACK TEA MEDIUM,59.0,8683.18,2185.25,6497.93,25.17,74.83
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,TOFFEE NUT LATTE LARGE,37.0,12874.77,3784.49,9090.28,29.39,70.61
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,TOFFEE NUT LATTE MEDIUM,297.0,80687.21,24253.25,56433.96,30.06,69.94
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,TOFFEE NUT LATTE SMALL,275.0,64829.43,16625.22,48204.21,25.64,74.36
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,TRIPLE ESPRESSO,175.0,7210.63,6493.01,717.62,90.05,9.95
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,WHITE MOCHA LARGE,261.0,80902.37,21961.82,58940.55,27.15,72.85
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,WHITE MOCHA MEDIUM,1610.0,421235.93,106843.21,314392.72,25.36,74.64
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,WHITE MOCHA SMALL,2326.0,433040.67,111640.93,321399.74,25.78,74.22
Stories Bir Hasan,TAKE AWAY,BEVERAGES,HOT BAR SECTION,YIRGACHEFFE BEANS 250G,22.0,13939.94,6563.33,7376.61,47.08,52.92
Stories Bir Hasan,TAKE AWAY,FOOD,CINNAMON ROLLS,CHOCOLATE ROLL LARGE,326.0,83220.72,19132.31,64088.41,22.99,77.01
Stories Bir Hasan,TAKE AWAY,FOOD,CINNAMON ROLLS,CLASSIC CINNAMON ROLL LARGE,1920.0,546097.9,96533.7,449564.2,17.68,82.32
Stories Bir Hasan,TAKE AWAY,FOOD,CINNAMON ROLLS,EXTRA CREAM CHEESE FROSTING MIX,18.0,582.88,177.62,405.26,30.47,69.53
Stories Bir Hasan,TAKE AWAY,FOOD,CINNAMON ROLLS,LOTUS ROLL,66.0,24236.93,4029.36,20207.57,16.62,83.38
Stories Bir Hasan,TAKE AWAY,FOOD,CINNAMON ROLLS,RED CINNAMON ROLL,107.0,37000.9,5922.41,31078.49,16.01,83.99
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,APRICOT SABLE,67.0,15999.73,5996.5,10003.23,37.48,62.52
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,BLUEBERRY CHEESE CAKE,223.0,80834.53,54952.4,25882.13,67.98,32.02
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,BLUEBERRY MUFFIN,168.0,34421.68,7423.84,26997.84,21.57,78.43
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,BROWNIES CAKE,751.0,119998.5,49290.63,70707.87,41.08,58.92
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,CARROT CAKE,167.0,48688.11,16540.79,32147.32,33.97,66.03
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,CHOCOLATE SABLE,222.0,52959.82,26492.0,26467.82,50.02,49.98
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,267.0,54666.49,12538.07,42128.42,22.94,77.06
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,FRAMBOISE CHEESE CAKE,130.0,47193.69,31530.85,15662.84,66.81,33.19
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,LAZY CAKE,533.0,170541.92,79505.83,91036.09,46.62,53.38
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,LOTUS CHEESE CAKE,155.0,56488.29,37374.25,19114.04,66.16,33.84
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,ORANGE CAKE,84.0,25470.0,5118.51,20351.49,20.1,79.9
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,RED VELVET CAKE,132.0,40311.41,19690.0,20621.41,48.84,51.16
Stories Bir Hasan,TAKE AWAY,FOOD,COFFEE PASTRY,RED VELVET MUFFIN_,33.0,6693.22,1290.01,5403.21,19.27,80.73
Stories Bir Hasan,TAKE AWAY,FOOD,COOKIES,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,508.0,164927.03,45466.0,119461.03,27.57,72.43
Stories Bir Hasan,TAKE AWAY,FOOD,COOKIES,NY STYLE COOKIE - DOUBLE CHOCOLATE,137.0,43643.54,12261.5,31382.04,28.09,71.91
Stories Bir Hasan,TAKE AWAY,FOOD,CROISSANT,CHEESE CROISSANT,694.0,145217.84,57972.13,87245.71,39.92,60.08
Stories Bir Hasan,TAKE AWAY,FOOD,CROISSANT,CHOCOLATE CROISSANT,492.0,105026.91,41098.4,63928.51,39.13,60.87
Stories Bir Hasan,TAKE AWAY,FOOD,CROISSANT,PLAIN CROISSANT,112.0,21369.91,8159.54,13210.37,38.18,61.82
Stories Bir Hasan,TAKE AWAY,FOOD,CROISSANT,THYME CROISSANT,235.0,45538.74,18228.17,27310.57,40.03,59.97
Stories Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,CHOCOLATE SALTED CAKE,158.0,50410.21,22625.6,27784.61,44.88,55.12
Stories Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,CHRISTMAS ORIGINAL ECLAIR,117.0,29021.26,22339.2,6682.06,76.98,23.02
Stories Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,CHRISTMAS PISTACHIO ECLAIR,3.0,1081.08,572.8,508.28,52.98,47.02
Stories Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,ECLAIR CARAMEL,136.0,33952.35,17852.27,16100.08,52.58,47.42
Stories Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,ECLAIR CHOCOLAT,203.0,50949.46,26647.13,24302.33,52.3,47.7
Stories Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,ECLAIR COFFEE,17.0,4621.62,2231.53,2390.09,48.28,51.72
Stories Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,ECLAIR ORIGINAL,240.0,60854.87,31504.0,29350.87,51.77,48.23
Stories Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,FONDANT AU CHOCOLAT,225.0,79166.67,46987.5,32179.17,59.35,40.65
Stories Bir Hasan,TAKE AWAY,FOOD,FRENCH PASTRY,MACARONS,264.0,70927.93,38710.54,32217.39,54.58,45.42
Stories Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,ARABESCHI COCCO SNAK,2.0,190.09,91.31,98.78,48.03,51.97
Stories Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,BLUEBERRIES,469.0,33592.61,13991.83,19600.78,41.65,58.35
Stories Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,BLUEBERRIES COMBO,4381.0,0.0,130699.83,-130699.83,0.0,100.0
Stories Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO MEDIUM,463.0,191823.28,39294.99,152528.29,20.48,79.52
Stories Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO SMALL,1012.8,336651.92,65419.32,271232.6,19.43,80.57
Stories Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO X-LARGE,73.5,41491.33,10103.31,31388.02,24.35,75.65
Stories Bir Hasan,TAKE AWAY,FOOD,FROZEN YOGHURT,BLUEBERRY YOGHURT,20.5,7304.05,1739.84,5564.21,23.82,76.18
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,BLUEBERRY YOGHURT SMALL,65.5,21033.96,4230.81,16803.15,20.11,79.89
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,BLUEBERRY YOGHURT X-LARGE,1.0,495.5,137.46,358.04,27.74,72.26
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,BROWNIES,107.0,7210.93,1976.59,5234.34,27.41,72.59
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,BROWNIES COMBO,2183.0,0.0,40326.12,-40326.12,0.0,100.0
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CHOCOLATE CHIPS,332.0,23639.46,2961.5,20677.96,12.53,87.47
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CHOCOLATE CHIPS COMBO,2642.0,0.0,23567.08,-23567.08,0.0,100.0
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CHOCOLATE CRUNCH,1068.0,112541.44,50747.48,61793.96,45.09,54.91
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CHOCOLATE QUELLA,376.5,39418.08,12436.63,26981.45,31.55,68.45
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CHOCOLATE QUELLA CRUNCH,142.0,14750.51,8287.28,6463.23,56.18,43.82
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CHOCOLATE YOGHURT COMBO MEDIUM,323.5,131644.41,24350.84,107293.57,18.5,81.5
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CHOCOLATE YOGHURT COMBO SMALL,759.1,253760.09,43568.21,210191.88,17.17,82.83
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CHOCOLATE YOGHURT COMBO X-LARGE,55.5,31130.36,6776.79,24353.57,21.77,78.23
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CHOCOLATE YOGHURT MEDIUM,23.0,8180.21,1731.28,6448.93,21.16,78.84
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CHOCOLATE YOGHURT SMALL,69.5,22006.14,3988.92,18017.22,18.13,81.87
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CHOCOLATE YOGHURT X-LARGE,1.0,466.66,122.1,344.56,26.17,73.83
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CRUMBLE LEMON,14.0,1425.23,484.01,941.22,33.96,66.04
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CRUMBOLE PISTACHIO,70.0,7079.93,3940.68,3139.25,55.66,44.34
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,CRUMBOLE RED BERRIES,47.0,4788.41,1680.92,3107.49,35.1,64.9
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,GRANOLLA,96.0,6502.89,513.07,5989.82,7.89,92.11
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,GRANOLLA COMBO,2106.0,0.0,11255.37,-11255.37,0.0,100.0
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,GUMMY BEARS,98.0,6882.1,723.61,6158.49,10.51,89.49
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,GUMMY BEARS COMBO,2157.0,0.0,15926.75,-15926.75,0.0,100.0
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,HONEY,64.0,4526.85,575.05,3951.8,12.7,87.3
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,HONEY COMBO,82.0,0.0,736.78,-736.78,0.0,100.0
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,LOTUS BISCUIT COMBO,2222.0,0.0,24233.2,-24233.2,0.0,100.0
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,LOTUS BISCUITS,134.0,9381.98,1461.41,7920.57,15.58,84.42
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,LOTUS SPREAD YOGHURT COMBO MEDIUM,82.5,33944.44,5736.83,28207.61,16.9,83.1
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,LOTUS SPREAD YOGHURT COMBO SMALL,220.5,67633.64,11706.96,55926.68,17.31,82.69
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,LOTUS SPREAD YOGHURT COMBO X-LARGE,19.0,10337.83,2145.61,8192.22,20.75,79.25
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,LOTUS SPREAD YOGHURT SMALL,10.5,3348.34,557.47,2790.87,16.65,83.35
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,LOTUS YOGHURT COMBO MEDIUM,213.0,86661.44,27146.66,59514.78,31.32,68.68
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,LOTUS YOGHURT COMBO SMALL,431.5,135425.76,41651.22,93774.54,30.76,69.24
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,LOTUS YOGHURT COMBO X-LARGE,35.5,19931.29,7298.3,12632.99,36.62,63.38
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,LOTUS YOGHURT MEDIUM,14.5,5056.66,1848.01,3208.65,36.55,63.45
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,LOTUS YOGHURT SMALL,16.5,5220.6,1592.69,3627.91,30.51,69.49
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,MANGO,261.0,19226.13,3205.2,16020.93,16.67,83.33
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,MANGO COMBO,5752.0,0.0,70637.21,-70637.21,0.0,100.0
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,MANGO YOGHURT COMBO MEDIUM,1242.7,510697.47,106221.12,404476.35,20.8,79.2
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,MANGO YOGHURT COMBO SMALL,2650.75,871644.59,172422.83,699221.76,19.78,80.22
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,MANGO YOGHURT COMBO X-LARGE,192.5,106347.37,26647.59,79699.78,25.06,74.94
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,MANGO YOGHURT MEDIUM,43.0,15264.86,3675.47,11589.39,24.08,75.92
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,MANGO YOGHURT SMALL,175.0,55601.3,11383.19,44218.11,20.47,79.53
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,MANGO YOGHURT X-LARGE,6.0,2915.31,830.57,2084.74,28.49,71.51
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,MARSHMALLOW,204.0,14123.0,1217.2,12905.8,8.62,91.38
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,MARSHMALLOW COMBO,2897.0,0.0,17285.43,-17285.43,0.0,100.0
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,MIXED NUTS,48.0,3254.95,738.91,2516.04,22.7,77.3
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,MIXED NUTS COMBO,815.0,0.0,12546.11,-12546.11,0.0,100.0
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,OATS,32.0,2178.26,73.51,2104.75,3.37,96.63
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,OATS COMBO,226.0,0.0,519.16,-519.16,0.0,100.0
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,OREO,185.0,12970.33,1519.15,11451.18,11.71,88.29
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,OREO COMBO,1961.0,0.0,16102.94,-16102.94,0.0,100.0
Stories Bir Hasan,TAKE AWAY,FOOD,MEDIUM,OREO CREAM YOGHURT MEDIUM,0.5,165.17,50.11,115.06,30.34,69.66
